step,loss
377,4.290655
378,4.299297
379,4.2909975
380,4.297617
381,4.2889853
382,4.286414
383,4.301563
384,4.2922883
385,4.2959976
386,4.2971973
387,4.2918477
388,4.29734
389,4.2914805
390,4.2954593
391,4.3052197
392,4.2943077
393,4.2936707
394,4.3106747
395,4.2944283
396,4.3013086
397,4.297734
398,4.281044
399,4.2959685
400,4.2909093
401,4.283841
402,4.2923126
403,4.2995462
404,4.301127
405,4.2935743
406,4.288068
407,4.288624
408,4.3045335
409,4.299718
410,4.3028646
411,4.3104925
412,4.2950625
413,4.2908854
414,4.2985272
415,4.29346
416,4.3005323
417,4.285508
418,4.296702
419,4.3083067
420,4.295392
421,4.285995
422,4.289031
423,4.2934575
424,4.302058
425,4.288782
426,4.293529
427,4.305275
428,4.297459
429,4.3073106
430,4.293843
431,4.2966294
432,4.2919946
433,4.294727
434,4.291858
435,4.3074207
436,4.295185
437,4.2941146
438,4.2868404
439,4.3019333
440,4.2927585
441,4.3048224
442,4.3018336
443,4.302275
444,4.3011274
445,4.293912
446,4.2906413
447,4.2878456
448,4.2926784
449,4.297931
450,4.292718
451,4.2956715
452,4.3213325
453,4.3023515
454,4.294747
455,4.287971
456,4.2965727
457,4.305312
458,4.302062
459,4.289627
460,4.302771
461,4.291008
462,4.2902837
463,4.287
464,4.2927136
465,4.2927775
466,4.294902
467,4.3105536
468,4.2966356
469,4.2971196
470,4.302349
471,4.2866564
472,4.29975
473,4.3102202
474,4.2964587
475,4.309478
476,4.296791
477,4.2904024
478,4.298963
479,4.2906156
480,4.2975745
481,4.28874
482,4.286286
483,4.3014255
484,4.2920427
485,4.2957115
486,4.296845
487,4.291555
488,4.2970676
489,4.29123
490,4.29518
491,4.3051443
492,4.2939324
493,4.2934256
494,4.3105245
495,4.2941613
496,4.300895
497,4.2975926
498,4.2807956
499,4.295639
500,4.290586
501,4.283764
502,4.2921925
503,4.299284
504,4.300966
505,4.2933497
506,4.2878423
507,4.28849
508,4.304418
509,4.2995405
510,4.3026476
511,4.3103404
512,4.2950077
513,4.2906337
514,4.2982993
515,4.2932935
516,4.3002334
517,4.285319
518,4.296603
519,4.3082237
520,4.2951217
521,4.285832
522,4.2888174
523,4.293205
524,4.3018684
525,4.2886257
526,4.293314
527,4.3051763
528,4.297355
529,4.3071404
530,4.293664
531,4.296653
532,4.2917595
533,4.2945056
534,4.2917433
535,4.307337
536,4.2948623
537,4.29392
538,4.2866926
539,4.3018517
540,4.292605
541,4.304639
542,4.3016167
543,4.302169
544,4.3010435
545,4.293669
546,4.290498
547,4.2876806
548,4.2924776
549,4.297835
550,4.2925754
551,4.2955337
552,4.321229
553,4.302114
554,4.2945676
555,4.2877784
556,4.29636
557,4.305163
558,4.301923
559,4.28949
560,4.30275
561,4.290788
562,4.2901363
563,4.286824
564,4.292561
565,4.2926216
566,4.2946944
567,4.310415
568,4.29656
569,4.297003
570,4.30216
571,4.286578
572,4.299636
573,4.3101153
574,4.2963753
575,4.3094196
576,4.296724
577,4.2902875
578,4.298788
579,4.290409
580,4.2975807
581,4.288636
582,4.2862616
583,4.3013554
584,4.291929
585,4.295601
586,4.296668
587,4.291432
588,4.2969375
589,4.291115
590,4.295039
591,4.305119
592,4.293729
593,4.293287
594,4.3104644
595,4.294035
596,4.3006725
597,4.297564
598,4.2806525
599,4.2955055
600,4.290432
601,4.2837434
602,4.292129
603,4.2991652
604,4.3008885
605,4.2932506
606,4.2877507
607,4.28846
608,4.304374
609,4.2994647
610,4.3025494
611,4.3102903
612,4.2950296
613,4.2905107
614,4.298198
615,4.293183
616,4.30008
617,4.285244
618,4.2965703
619,4.308197
620,4.294984
621,4.28578
622,4.2887106
623,4.293067
624,4.301788
625,4.2885637
626,4.2931952
627,4.305107
628,4.297324
629,4.3070736
630,4.2935643
631,4.296697
632,4.291657
633,4.294391
634,4.291691
635,4.307312
636,4.2947006
637,4.293831
638,4.286611
639,4.301844
640,4.2925262
641,4.304513
642,4.301514
643,4.302114
644,4.301049
645,4.293536
646,4.2904253
647,4.2876005
648,4.292382
649,4.2977757
650,4.2924757
651,4.295476
652,4.3212113
653,4.301968
654,4.294472
655,4.2876797
656,4.296223
657,4.3050814
658,4.3018637
659,4.2894382
660,4.302722
661,4.290664
662,4.290075
663,4.286736
664,4.292452
665,4.2925467
666,4.294579
667,4.310334
668,4.2965436
669,4.296942
670,4.302035
671,4.286543
672,4.2995834
673,4.3100615
674,4.296374
675,4.3094
676,4.2966733
677,4.2902365
678,4.298686
679,4.290287
680,4.2975783
681,4.2885904
682,4.286263
683,4.301329
684,4.291863
685,4.2955546
686,4.2965565
687,4.291371
688,4.296849
689,4.291063
690,4.294954
691,4.3051267
692,4.2936068
693,4.293206
694,4.310433
695,4.2939525
696,4.3005223
697,4.2975636
698,4.2805576
699,4.2954497
700,4.290336
701,4.283735
702,4.292079
703,4.299116
704,4.3008313
705,4.293199
706,4.287715
707,4.2884417
708,4.304356
709,4.2994146
710,4.3025017
711,4.310277
712,4.295071
713,4.290433
714,4.2981544
715,4.293097
716,4.2999816
717,4.2852106
718,4.296537
719,4.3081837
720,4.2949
721,4.2857475
722,4.2886477
723,4.292995
724,4.3017516
725,4.2885275
726,4.2931237
727,4.305058
728,4.2973223
729,4.3070364
730,4.2934995
731,4.296747
732,4.2916
733,4.2943306
734,4.291662
735,4.3072996
736,4.294612
737,4.2937684
738,4.28655
739,4.301842
740,4.29247
741,4.3044386
742,4.3014655
743,4.30209
744,4.301067
745,4.293453
746,4.2903676
747,4.287554
748,4.29232
749,4.297748
750,4.292401
751,4.2954507
752,4.321216
753,4.3018804
754,4.2944217
755,4.2876244
756,4.2961397
757,4.3050404
758,4.3018227
759,4.289402
760,4.302679
761,4.290573
762,4.290029
763,4.2866826
764,4.2923946
765,4.2925034
766,4.294505
767,4.3103075
768,4.296551
769,4.2968993
770,4.301952
771,4.2865114
772,4.2995462
773,4.3100386
774,4.296381
775,4.3094106
776,4.296646
777,4.290208
778,4.298617
779,4.290213
780,4.2975893
781,4.288582
782,4.2862554
783,4.301298
784,4.2918224
785,4.2955375
786,4.296492
787,4.291349
788,4.2967873
789,4.2910247
790,4.294901
791,4.3051457
792,4.2935205
793,4.293153
794,4.3104177
795,4.293903
796,4.300439
797,4.2975473
798,4.280504
799,4.295414
800,4.2902846
801,4.283734
802,4.292039
803,4.2990904
804,4.3008003
805,4.2931724
806,4.2876983
807,4.288434
808,4.304343
809,4.2993855
810,4.302476
811,4.3102837
812,4.295096
813,4.2903934
814,4.29812
815,4.2930293
816,4.299923
817,4.285195
818,4.296509
819,4.3081913
820,4.294855
821,4.2857533
822,4.288603
823,4.2929416
824,4.3017235
825,4.288497
826,4.293073
827,4.305018
828,4.2973213
829,4.3070364
830,4.2934594
831,4.296787
832,4.2915797
833,4.2942915
834,4.2916403
835,4.307305
836,4.294562
837,4.293722
838,4.286511
839,4.3018413
840,4.292429
841,4.3043942
842,4.3014345
843,4.30209
844,4.3010874
845,4.293398
846,4.290344
847,4.2875276
848,4.2922897
849,4.2977242
850,4.292355
851,4.295448
852,4.32121
853,4.3018312
854,4.2943845
855,4.287587
856,4.296077
857,4.3050184
858,4.301797
859,4.289388
860,4.302655
861,4.290511
862,4.290004
863,4.286643
864,4.2923436
865,4.292474
866,4.294453
867,4.3102818
868,4.296567
869,4.2968607
870,4.3019066
871,4.28649
872,4.299533
873,4.310029
874,4.296396
875,4.3094053
876,4.296624
877,4.2901926
878,4.298581
879,4.2901692
880,4.2976046
881,4.288577
882,4.2862606
883,4.3012605
884,4.291796
885,4.2955303
886,4.296447
887,4.291331
888,4.2967534
889,4.2910075
890,4.294851
891,4.3051677
892,4.293469
893,4.2931175
894,4.3104153
895,4.293866
896,4.300378
897,4.2975516
898,4.280464
899,4.29539
900,4.290254
901,4.2837415
902,4.2920113
903,4.299085
904,4.3007727
905,4.2931633
906,4.2876883
907,4.2884274
908,4.3043404
909,4.2993584
910,4.302466
911,4.3102994
912,4.2951255
913,4.2903585
914,4.2981033
915,4.292977
916,4.299881
917,4.285185
918,4.2964854
919,4.3081994
920,4.294828
921,4.285747
922,4.2885747
923,4.2929125
924,4.3017163
925,4.2884774
926,4.293039
927,4.3049803
928,4.2973204
929,4.307039
930,4.2934337
931,4.296828
932,4.291563
933,4.294257
934,4.291621
935,4.3073087
936,4.294531
937,4.2936954
938,4.2864823
939,4.301849
940,4.2923937
941,4.304349
942,4.301427
943,4.302085
944,4.301102
945,4.2933764
946,4.290317
947,4.287513
948,4.2922697
949,4.2976985
950,4.292312
951,4.295452
952,4.3212075
953,4.3018036
954,4.294362
955,4.287572
956,4.2960477
957,4.3050137
958,4.3017764
959,4.2893867
960,4.302636
961,4.2904677
962,4.2899876
963,4.2866106
964,4.2923074
965,4.292464
966,4.294416
967,4.3102674
968,4.296583
969,4.2968464
970,4.301871
971,4.2864795
972,4.2995086
973,4.310011
974,4.2964025
975,4.3094115
976,4.29661
977,4.290187
978,4.2985506
979,4.2901335
980,4.297602
981,4.2885833
982,4.2862544
983,4.3012424
984,4.2917724
985,4.295522
986,4.2964153
987,4.291321
988,4.296711
989,4.290999
990,4.2948427
991,4.305185
992,4.293436
993,4.2930927
994,4.31042
995,4.2938333
996,4.30034
997,4.297541
998,4.280448
999,4.295369
1000,4.2902246
1001,4.2837453
1002,4.2919903
1003,4.2990794
1004,4.3007474
1005,4.293163
1006,4.287702
1007,4.288422
1008,4.3043337
1009,4.2993317
1010,4.3024683
1011,4.3103056
1012,4.295148
1013,4.2903357
1014,4.2980986
1015,4.2929444
1016,4.2998405
1017,4.2851834
1018,4.2964716
1019,4.308207
1020,4.294798
1021,4.285746
1022,4.2885566
1023,4.2928824
1024,4.301694
1025,4.2884645
1026,4.293012
1027,4.3049574
1028,4.2973237
1029,4.30705
1030,4.293417
1031,4.296841
1032,4.291552
1033,4.2942395
1034,4.291608
1035,4.3073287
1036,4.29451
1037,4.293666
1038,4.2864575
1039,4.30185
1040,4.292375
1041,4.304327
1042,4.3014107
1043,4.302086
1044,4.3011155
1045,4.293355
1046,4.290303
1047,4.2874937
1048,4.2922564
1049,4.2976875
1050,4.2922916
1051,4.2954597
1052,4.321215
1053,4.3017726
1054,4.294343
1055,4.2875547
1056,4.296022
1057,4.3049974
1058,4.3017607
1059,4.289381
1060,4.3026147
1061,4.290437
1062,4.2899766
1063,4.2865987
1064,4.2922916
1065,4.2924385
1066,4.2943935
1067,4.3102636
1068,4.296602
1069,4.2968245
1070,4.3018484
1071,4.2864723
1072,4.299486
1073,4.3100033
1074,4.2964187
1075,4.309411
1076,4.2965894
1077,4.2901845
1078,4.2985306
1079,4.290113
1080,4.297606
1081,4.28859
1082,4.286244
1083,4.301231
1084,4.29175
1085,4.2955194
1086,4.296389
1087,4.2913084
1088,4.2966847
1089,4.290989
1090,4.2948165
1091,4.3051934
1092,4.2934027
1093,4.29307
1094,4.3104258
1095,4.2938204
1096,4.3003154
1097,4.297531
1098,4.280427
1099,4.2953615
1100,4.2902102
1101,4.283733
1102,4.291979
1103,4.29908
1104,4.300721
1105,4.293169
1106,4.2876925
1107,4.2884145
1108,4.3043375
1109,4.299313
1110,4.302465
1111,4.3103147
1112,4.295164
1113,4.2903132
1114,4.2980933
1115,4.292921
1116,4.2998123
1117,4.285178
1118,4.296454
1119,4.3082194
1120,4.294784
1121,4.2857494
1122,4.2885427
1123,4.2928667
1124,4.30169
1125,4.2884526
1126,4.293004
1127,4.3049407
1128,4.2973228
1129,4.307062
1130,4.29341
1131,4.296869
1132,4.2915506
1133,4.294224
1134,4.291595
1135,4.3073416
1136,4.2945056
1137,4.293648
1138,4.2864494
1139,4.301847
1140,4.292357
1141,4.304301
1142,4.301406
1143,4.3020782
1144,4.3011227
1145,4.293337
1146,4.2902827
1147,4.287492
1148,4.2922487
1149,4.297675
1150,4.2922754
1151,4.295472
1152,4.3212094
1153,4.3017607
1154,4.294335
1155,4.2875404
1156,4.295995
1157,4.305007
1158,4.3017516
1159,4.2893763
1160,4.3025923
1161,4.2904134
1162,4.2899594
1163,4.2865868
1164,4.2922683
1165,4.292428
1166,4.2943773
1167,4.31026
1168,4.296606
1169,4.29681
1170,4.301825
1171,4.2864604
1172,4.2994885
1173,4.309999
1174,4.2964253
1175,4.30941
1176,4.2965865
1177,4.290179
1178,4.298511
1179,4.290094
1180,4.2976074
1181,4.2886004
1182,4.2862387
1183,4.301218
1184,4.291732
1185,4.295532
1186,4.296383
1187,4.291306
1188,4.2966566
1189,4.2909746
1190,4.29481
1191,4.305213
1192,4.2933826
1193,4.2930503
1194,4.310418
1195,4.293799
1196,4.3002944
1197,4.297528
1198,4.280408
1199,4.2953534
1200,4.290203
1201,4.2837396
1202,4.291967
1203,4.2990828
1204,4.30071
1205,4.2931733
1206,4.2876945
1207,4.288407
1208,4.3043447
1209,4.2993035
1210,4.3024683
1211,4.310314
1212,4.2951713
1213,4.2903047
1214,4.2980914
1215,4.2929068
1216,4.2997913
1217,4.285177
1218,4.296439
1219,4.3082285
1220,4.2947707
1221,4.2857604
1222,4.288529
1223,4.2928543
1224,4.30167
1225,4.2884493
1226,4.2929864
1227,4.3049245
1228,4.297329
1229,4.3070717
1230,4.2933874
1231,4.296885
1232,4.291552
1233,4.294207
1234,4.2915783
1235,4.3073664
1236,4.294496
1237,4.2936316
1238,4.2864313
1239,4.3018427
1240,4.292347
1241,4.3042946
1242,4.3013954
1243,4.3020697
1244,4.3011174
1245,4.2933364
1246,4.290271
1247,4.2874875
1248,4.292241
1249,4.297665
1250,4.2922616
1251,4.2954783
1252,4.3212
1253,4.301746
1254,4.294326
1255,4.2875404
1256,4.295985
1257,4.305011
1258,4.3017387
1259,4.2893825
1260,4.3025913
1261,4.290396
1262,4.289945
1263,4.286564
1264,4.292255
1265,4.292417
1266,4.2943673
1267,4.310269
1268,4.2966194
1269,4.2967978
1270,4.3018146
1271,4.2864556
1272,4.2994666
1273,4.3099933
1274,4.296432
1275,4.3094125
1276,4.2965784
1277,4.2901864
1278,4.2984915
1279,4.2900915
1280,4.297602
1281,4.2886076
1282,4.286239
1283,4.301201
1284,4.291715
1285,4.295528
1286,4.29637
1287,4.2912955
1288,4.2966394
1289,4.29097
1290,4.294791
1291,4.30522
1292,4.2933707
1293,4.2930365
1294,4.3104243
1295,4.293798
1296,4.3002753
1297,4.297525
1298,4.280401
1299,4.2953444
1300,4.290192
1301,4.2837353
1302,4.2919636
1303,4.29909
1304,4.3006997
1305,4.293179
1306,4.2876954
1307,4.288395
1308,4.3043504
1309,4.2992935
1310,4.302465
1311,4.3103204
1312,4.295183
1313,4.290296
1314,4.2980947
1315,4.2928896
1316,4.299764
1317,4.2851763
1318,4.2964306
1319,4.308233
1320,4.2947617
1321,4.2857533
1322,4.2885246
1323,4.292842
1324,4.3016586
1325,4.288438
1326,4.292965
1327,4.3049107
1328,4.2973266
1329,4.307077
1330,4.2933826
1331,4.296901
1332,4.2915473
1333,4.294189
1334,4.2915726
1335,4.307376
1336,4.2944903
1337,4.2936196
1338,4.2864294
1339,4.30184
1340,4.292331
1341,4.3042755
1342,4.3013854
1343,4.3020616
1344,4.3011117
1345,4.293329
1346,4.2902555
1347,4.287478
1348,4.292236
1349,4.297662
1350,4.2922444
1351,4.2954817
1352,4.3212013
1353,4.3017435
1354,4.2943196
1355,4.2875333
1356,4.2959657
1357,4.3050103
1358,4.30173
1359,4.289374
1360,4.3025866
1361,4.290383
1362,4.289941
1363,4.2865586
1364,4.292237
1365,4.292401
1366,4.2943525
1367,4.310275
1368,4.296624
1369,4.296796
1370,4.3018055
1371,4.286441
1372,4.2994547
1373,4.309981
1374,4.296432
1375,4.3094115
1376,4.296574
1377,4.290183
1378,4.2984853
1379,4.290083
1380,4.2975945
1381,4.2886167
1382,4.2862334
1383,4.301194
1384,4.291705
1385,4.2955403
1386,4.296357
1387,4.2912927
1388,4.2966332
1389,4.290955
1390,4.2947817
1391,4.305227
1392,4.2933555
1393,4.2930317
1394,4.310431
1395,4.2937856
1396,4.3002586
1397,4.2975144
1398,4.280394
1399,4.295332
1400,4.290183
1401,4.2837267
1402,4.291946
1403,4.2990856
1404,4.3006907
1405,4.2931895
1406,4.287694
1407,4.288393
1408,4.304352
1409,4.299279
1410,4.302467
1411,4.3103185
1412,4.295197
1413,4.2902937
1414,4.298092
1415,4.292889
1416,4.2997503
1417,4.28518
1418,4.296423
1419,4.308244
1420,4.29476
1421,4.28575
1422,4.288513
1423,4.292826
1424,4.3016486
1425,4.2884316
1426,4.292959
1427,4.3048973
1428,4.2973347
1429,4.307086
1430,4.293373
1431,4.2969093
1432,4.291547
1433,4.2941895
1434,4.2915616
1435,4.307391
1436,4.2944875
1437,4.2936063
1438,4.286424
1439,4.301837
1440,4.29232
1441,4.304268
1442,4.301381
1443,4.302058
1444,4.3011193
1445,4.29333
1446,4.290249
1447,4.287474
1448,4.2922344
1449,4.2976537
1450,4.292243
1451,4.295497
1452,4.3211966
1453,4.3017287
1454,4.2943006
1455,4.287528
1456,4.295964
1457,4.3050203
1458,4.301737
1459,4.28939
1460,4.3025694
1461,4.2903705
1462,4.289926
1463,4.286548
1464,4.292233
1465,4.2923875
1466,4.2943516
1467,4.310286
1468,4.2966256
1469,4.2967935
1470,4.3017983
1471,4.2864394
1472,4.299444
1473,4.3099837
1474,4.2964435
1475,4.309404
1476,4.296568
1477,4.290178
1478,4.298475
1479,4.2900734
1480,4.29759
1481,4.288623
1482,4.286225
1483,4.3011885
1484,4.291699
1485,4.2955475
1486,4.296355
1487,4.2912903
1488,4.2966185
1489,4.290952
1490,4.294773
1491,4.3052363
1492,4.293339
1493,4.293025
1494,4.310438
1495,4.29378
1496,4.3002534
1497,4.2975116
1498,4.2803917
1499,4.295327
1500,4.2901797
1501,4.283726
1502,4.291939
1503,4.299081
1504,4.30068
1505,4.2932024
1506,4.2876887
1507,4.288385
1508,4.304355
1509,4.299279
1510,4.3024745
1511,4.310326
1512,4.2952027
1513,4.2902822
1514,4.2980914
1515,4.2928853
1516,4.299739
1517,4.2851806
1518,4.2964115
1519,4.3082504
1520,4.294747
1521,4.285748
1522,4.2885094
1523,4.2928267
1524,4.301631
1525,4.2884283
1526,4.2929587
1527,4.304892
1528,4.297336
1529,4.307102
1530,4.2933555
1531,4.2969146
1532,4.291543
1533,4.294176
1534,4.2915564
1535,4.3074083
1536,4.2944837
1537,4.293595
1538,4.2864165
1539,4.3018246
1540,4.2923145
1541,4.3042674
1542,4.3013735
1543,4.3020496
1544,4.3011146
1545,4.293328
1546,4.2902446
1547,4.2874584
1548,4.2922196
1549,4.297643
1550,4.292239
1551,4.2955036
1552,4.3211837
1553,4.301724
1554,4.294304
1555,4.2875247
1556,4.295959
1557,4.3050194
1558,4.301719
1559,4.2893786
1560,4.302558
1561,4.290364
1562,4.2899117
1563,4.2865405
1564,4.2922196
1565,4.2923827
1566,4.294339
1567,4.310291
1568,4.296633
1569,4.296795
1570,4.3017917
1571,4.2864356
1572,4.2994356
1573,4.309979
1574,4.296445
1575,4.3094044
1576,4.296559
1577,4.290187
1578,4.2984686
1579,4.2900615
1580,4.29759
1581,4.288626
1582,4.286224
1583,4.301177
1584,4.2916903
1585,4.2955465
1586,4.296339
1587,4.2912893
1588,4.2966127
1589,4.2909408
1590,4.2947683
1591,4.305246
1592,4.293332
1593,4.2930045
1594,4.3104415
1595,4.2937794
1596,4.300246
1597,4.2975025
1598,4.2803855
1599,4.295317
1600,4.2901745
1601,4.283723
1602,4.291943
1603,4.299082
1604,4.300669
1605,4.293205
1606,4.287689
1607,4.2883754
1608,4.304355
1609,4.2992697
1610,4.3024673
1611,4.310323
1612,4.295204
1613,4.2902694
1614,4.298089
1615,4.2928815
1616,4.299714
1617,4.2851725
1618,4.296398
1619,4.3082566
1620,4.294741
1621,4.2857485
1622,4.2885
1623,4.292803
1624,4.301632
1625,4.2884235
1626,4.292952
1627,4.3048697
1628,4.2973337
1629,4.307109
1630,4.293354
1631,4.2969236
1632,4.291541
1633,4.294171
1634,4.291544
1635,4.3074207
1636,4.2944903
1637,4.2935853
1638,4.286412
1639,4.30183
1640,4.2923093
1641,4.3042574
1642,4.3013716
1643,4.3020544
1644,4.301111
1645,4.2933354
1646,4.290232
1647,4.2874656
1648,4.292223
1649,4.2976413
1650,4.2922316
1651,4.295503
1652,4.3211803
1653,4.3017206
1654,4.294298
1655,4.2875223
1656,4.295958
1657,4.3050194
1658,4.301717
1659,4.2893786
1660,4.302557
1661,4.290355
1662,4.2899055
1663,4.2865257
1664,4.2922196
1665,4.2923765
1666,4.2943425
1667,4.3102922
1668,4.296641
1669,4.296787
1670,4.3017817
1671,4.286423
1672,4.299424
1673,4.3099732
1674,4.2964435
1675,4.309411
1676,4.2965655
1677,4.290181
1678,4.298453
1679,4.290058
1680,4.2975807
1681,4.288633
1682,4.286214
1683,4.301168
1684,4.291679
1685,4.295553
1686,4.2963376
1687,4.291285
1688,4.2966013
1689,4.2909255
1690,4.2947645
1691,4.3052564
1692,4.293328
1693,4.2930007
1694,4.3104415
1695,4.293779
1696,4.3002415
1697,4.2974977
1698,4.2803807
1699,4.2953153
1700,4.2901673
1701,4.2837257
1702,4.291939
1703,4.2990823
1704,4.300668
1705,4.293209
1706,4.2876854
1707,4.2883763
1708,4.3043575
1709,4.2992644
1710,4.3024764
1711,4.3103228
1712,4.295207
1713,4.2902684
1714,4.2980986
1715,4.29287
1716,4.299706
1717,4.2851763
1718,4.2963996
1719,4.30826
1720,4.2947435
1721,4.28574
1722,4.288507
1723,4.2928066
1724,4.301619
1725,4.2884235
1726,4.292949
1727,4.304863
1728,4.2973323
1729,4.307113
1730,4.2933517
1731,4.2969246
1732,4.2915416
1733,4.294162
1734,4.2915397
1735,4.3074355
1736,4.2944803
1737,4.293576
1738,4.2864046
1739,4.30182
1740,4.292294
1741,4.304243
1742,4.3013644
1743,4.3020387
1744,4.3011117
1745,4.2933407
1746,4.2902203
1747,4.2874584
1748,4.2922206
1749,4.297635
1750,4.2922244
1751,4.2955213
1752,4.3211823
1753,4.301724
1754,4.294296
1755,4.287527
1756,4.2959476
1757,4.305018
1758,4.301719
