step,loss
1759,4.289384
1760,4.302553
1761,4.2903514
1762,4.2899013
1763,4.2865205
1764,4.292214
1765,4.2923746
1766,4.29433
1767,4.31031
1768,4.2966356
1769,4.2967887
1770,4.3017864
1771,4.2864184
1772,4.2994103
1773,4.3099704
1774,4.296445
1775,4.3094044
1776,4.2965493
1777,4.290189
1778,4.2984486
1779,4.290061
1780,4.297577
1781,4.2886353
1782,4.286207
1783,4.3011656
1784,4.291677
1785,4.2955556
1786,4.296336
1787,4.2912836
1788,4.2966037
1789,4.2909226
1790,4.294758
1791,4.3052554
1792,4.2933187
1793,4.2929983
1794,4.3104386
1795,4.2937775
1796,4.300244
1797,4.297491
1798,4.280377
1799,4.295314
1800,4.2901664
1801,4.2837176
1802,4.2919345
1803,4.299078
1804,4.300665
1805,4.2932177
1806,4.2876887
1807,4.2883673
1808,4.304362
1809,4.2992544
1810,4.3024735
1811,4.310318
1812,4.295218
1813,4.2902613
1814,4.298096
1815,4.2928567
1816,4.2996926
1817,4.285173
1818,4.296389
1819,4.3082585
1820,4.294742
1821,4.285738
1822,4.2884927
1823,4.2927995
1824,4.3016124
1825,4.288418
1826,4.292941
1827,4.304866
1828,4.2973385
1829,4.30712
1830,4.2933397
1831,4.2969313
1832,4.291546
1833,4.294159
1834,4.291542
1835,4.3074403
1836,4.2944946
1837,4.293575
1838,4.286403
1839,4.301809
1840,4.292297
1841,4.304248
1842,4.301359
1843,4.3020287
1844,4.301107
1845,4.293332
1846,4.2902164
1847,4.2874436
1848,4.29222
1849,4.2976313
1850,4.2922215
1851,4.295521
1852,4.321173
1853,4.3017216
1854,4.294278
1855,4.287523
1856,4.2959437
1857,4.305021
1858,4.3017163
1859,4.2893734
1860,4.3025513
1861,4.290345
1862,4.289895
1863,4.2865157
1864,4.292204
1865,4.292362
1866,4.294335
1867,4.310314
1868,4.2966366
1869,4.2967844
1870,4.301781
1871,4.2864156
1872,4.2994003
1873,4.3099666
1874,4.296444
1875,4.3094068
1876,4.296545
1877,4.2901874
1878,4.2984405
1879,4.2900476
1880,4.297574
1881,4.2886353
1882,4.286202
1883,4.3011584
1884,4.291664
1885,4.295561
1886,4.296332
1887,4.29128
1888,4.2965965
1889,4.2909136
1890,4.294754
1891,4.3052588
1892,4.2933083
1893,4.2929907
1894,4.310444
1895,4.2937765
1896,4.300233
1897,4.2974806
1898,4.28037
1899,4.295305
1900,4.2901664
1901,4.2837234
1902,4.291929
1903,4.2990727
1904,4.3006544
1905,4.2932277
1906,4.2876825
1907,4.288364
1908,4.304365
1909,4.2992616
1910,4.302482
1911,4.310311
1912,4.295224
1913,4.2902555
1914,4.2981043
1915,4.2928553
1916,4.2996864
1917,4.285172
1918,4.296384
1919,4.308261
1920,4.294739
1921,4.285736
1922,4.288486
1923,4.2927938
1924,4.3016067
1925,4.288413
1926,4.292934
1927,4.3048515
1928,4.297338
1929,4.3071227
1930,4.293335
1931,4.296936
1932,4.291546
1933,4.2941475
1934,4.29153
1935,4.307455
1936,4.2944927
1937,4.293574
1938,4.2863975
1939,4.3018
1940,4.292289
1941,4.3042493
1942,4.3013597
1943,4.3020263
1944,4.3011036
1945,4.293339
1946,4.2902036
1947,4.2874384
1948,4.2922173
1949,4.297625
1950,4.2922134
1951,4.2955275
1952,4.321169
1953,4.301716
1954,4.29428
1955,4.287523
1956,4.2959423
1957,4.305024
1958,4.30172
1959,4.2893662
1960,4.302544
1961,4.2903357
1962,4.289876
1963,4.2865114
1964,4.2922015
1965,4.2923555
1966,4.2943273
1967,4.310316
1968,4.2966375
1969,4.296785
1970,4.3017726
1971,4.286406
1972,4.299399
1973,4.309973
1974,4.2964606
1975,4.3094
1976,4.2965446
1977,4.2901936
1978,4.298439
1979,4.2900457
1980,4.29757
1981,4.288641
1982,4.286201
1983,4.301153
1984,4.2916636
1985,4.295568
1986,4.2963214
1987,4.2912793
1988,4.2965946
1989,4.2909074
1990,4.294757
1991,4.3052583
1992,4.293303
1993,4.2929807
1994,4.3104444
1995,4.29377
1996,4.300224
1997,4.2974763
1998,4.280368
1999,4.2952967
2000,4.290166
2001,4.2837234
2002,4.2919264
2003,4.2990727
2004,4.30065
2005,4.293239
2006,4.287672
2007,4.2883563
2008,4.304369
2009,4.2992535
2010,4.302478
2011,4.3103085
2012,4.295227
2013,4.2902513
2014,4.2981043
2015,4.2928567
2016,4.299666
2017,4.2851777
2018,4.296374
2019,4.3082595
2020,4.294728
2021,4.285738
2022,4.2884884
2023,4.292785
2024,4.3015985
2025,4.2884107
2026,4.2929335
2027,4.304839
2028,4.2973475
2029,4.307124
2030,4.2933383
2031,4.296944
2032,4.291548
2033,4.2941446
2034,4.2915277
2035,4.3074546
2036,4.2944856
2037,4.2935586
2038,4.286399
2039,4.301802
2040,4.2922826
2041,4.304237
2042,4.301356
2043,4.3020263
2044,4.3011017
2045,4.29334
2046,4.2902
2047,4.2874465
2048,4.2922153
2049,4.2976193
2050,4.292215
2051,4.2955317
2052,4.321163
2053,4.3017216
2054,4.294273
2055,4.287527
2056,4.2959394
2057,4.3050337
2058,4.3017187
2059,4.28937
2060,4.3025484
2061,4.2903295
2062,4.2898774
2063,4.2864985
2064,4.2922015
2065,4.292345
2066,4.2943187
2067,4.3103275
2068,4.2966375
2069,4.296786
2070,4.301767
2071,4.286401
2072,4.2993846
2073,4.3099666
2074,4.2964535
2075,4.3094025
2076,4.296532
2077,4.2901855
2078,4.298426
2079,4.290046
2080,4.2975655
2081,4.288642
2082,4.2862
2083,4.3011475
2084,4.291658
2085,4.2955694
2086,4.296316
2087,4.2912774
2088,4.2965975
2089,4.290904
2090,4.2947507
2091,4.305277
2092,4.293298
2093,4.292976
2094,4.3104444
2095,4.2937713
2096,4.3002214
2097,4.297469
2098,4.28036
2099,4.295293
2100,4.2901583
2101,4.2837267
2102,4.2919264
2103,4.2990704
2104,4.3006434
2105,4.293238
2106,4.287677
2107,4.28835
2108,4.304362
2109,4.2992525
2110,4.3024755
2111,4.3103127
2112,4.295235
2113,4.2902474
2114,4.2981076
2115,4.292856
2116,4.299662
2117,4.285174
2118,4.2963843
2119,4.308254
2120,4.2947254
2121,4.285734
2122,4.288486
2123,4.292777
2124,4.301592
2125,4.2884154
2126,4.2929263
2127,4.304836
2128,4.297343
2129,4.307128
2130,4.2933264
2131,4.296938
2132,4.2915564
2133,4.2941413
2134,4.2915206
2135,4.30746
2136,4.29449
2137,4.293554
2138,4.286403
2139,4.301795
2140,4.292282
2141,4.304239
2142,4.301353
2143,4.302035
2144,4.301104
2145,4.2933507
2146,4.290197
2147,4.2874413
2148,4.292215
2149,4.2976103
2150,4.2922087
2151,4.2955365
2152,4.321162
2153,4.3017173
2154,4.294272
2155,4.2875223
2156,4.2959414
2157,4.3050337
2158,4.301717
2159,4.2893653
2160,4.3025403
2161,4.290328
2162,4.289862
2163,4.286493
2164,4.2921968
2165,4.2923546
2166,4.2943225
2167,4.3103337
2168,4.296628
2169,4.2967944
2170,4.301774
2171,4.2864013
2172,4.299385
2173,4.309968
2174,4.2964497
2175,4.3094087
2176,4.2965317
2177,4.290188
2178,4.2984233
2179,4.2900443
2180,4.2975664
2181,4.288641
2182,4.2861867
2183,4.3011537
2184,4.2916474
2185,4.295557
2186,4.2963204
2187,4.291273
2188,4.296593
2189,4.2908916
2190,4.294748
2191,4.305279
2192,4.2932916
2193,4.2929816
2194,4.310448
2195,4.2937813
2196,4.3002186
2197,4.297467
2198,4.2803626
2199,4.295294
2200,4.290162
2201,4.283727
2202,4.2919235
2203,4.299061
2204,4.300646
2205,4.2932386
2206,4.287669
2207,4.2883463
2208,4.30437
2209,4.2992425
2210,4.3024817
2211,4.3103046
2212,4.295238
2213,4.2902446
2214,4.2981043
2215,4.2928534
2216,4.2996516
2217,4.2851706
2218,4.2963743
2219,4.3082514
2220,4.294728
2221,4.2857337
2222,4.28848
2223,4.292773
2224,4.3015904
2225,4.2884107
2226,4.2929163
2227,4.304828
2228,4.297344
2229,4.3071384
2230,4.2933235
2231,4.296953
2232,4.2915587
2233,4.2941394
2234,4.2915173
2235,4.3074794
2236,4.294484
2237,4.2935467
2238,4.2863955
2239,4.301792
2240,4.292278
2241,4.304238
2242,4.301349
2243,4.3020267
2244,4.301098
2245,4.2933545
2246,4.2901926
2247,4.2874346
2248,4.292214
2249,4.2976093
2250,4.2922106
2251,4.2955465
2252,4.321158
2253,4.301713
2254,4.2942677
2255,4.2875233
2256,4.2959313
2257,4.3050256
2258,4.301712
2259,4.289372
2260,4.3025346
2261,4.2903194
2262,4.2898555
2263,4.2864857
2264,4.2921934
2265,4.292339
2266,4.2943244
2267,4.310335
2268,4.2966337
2269,4.2967873
2270,4.301764
2271,4.2863936
2272,4.299374
2273,4.3099623
2274,4.2964573
2275,4.309396
2276,4.296525
2277,4.29018
2278,4.2984195
2279,4.290041
2280,4.297567
2281,4.288648
2282,4.286187
2283,4.301148
2284,4.291647
2285,4.2955704
2286,4.2963185
2287,4.2912774
2288,4.296588
2289,4.2908874
2290,4.294746
2291,4.3052735
2292,4.2932816
2293,4.2929735
2294,4.310447
2295,4.293789
2296,4.3002176
2297,4.297463
2298,4.280357
2299,4.2952876
2300,4.2901564
2301,4.2837234
2302,4.2919216
2303,4.29906
2304,4.300636
2305,4.293239
2306,4.2876673
2307,4.28834
2308,4.3043733
2309,4.2992425
2310,4.302482
2311,4.3103075
2312,4.295239
2313,4.2902393
2314,4.298106
2315,4.292861
2316,4.2996426
2317,4.2851825
2318,4.296369
2319,4.3082614
2320,4.294728
2321,4.285728
2322,4.288488
2323,4.2927723
2324,4.3015814
2325,4.288415
2326,4.2929196
2327,4.3048224
2328,4.2973495
2329,4.3071427
2330,4.2933145
2331,4.2969513
2332,4.2915535
2333,4.2941356
2334,4.2915215
2335,4.307482
2336,4.294489
2337,4.29354
2338,4.2864017
2339,4.301779
2340,4.2922697
2341,4.304237
2342,4.3013415
2343,4.302022
2344,4.3010926
2345,4.293352
2346,4.290184
2347,4.287431
2348,4.292215
2349,4.297605
2350,4.292203
2351,4.2955523
2352,4.321151
2353,4.301718
2354,4.294255
2355,4.2875237
2356,4.2959275
2357,4.305025
2358,4.3017097
2359,4.289357
2360,4.3025327
2361,4.290314
2362,4.2898536
2363,4.2864876
2364,4.2921934
2365,4.2923365
2366,4.2943153
2367,4.310342
2368,4.296637
2369,4.296795
2370,4.3017626
2371,4.2863846
2372,4.29937
2373,4.3099656
2374,4.296463
2375,4.3093996
2376,4.2965274
2377,4.290183
2378,4.298412
2379,4.290042
2380,4.2975674
2381,4.28864
2382,4.2861805
2383,4.3011394
2384,4.291642
2385,4.2955713
2386,4.2963123
2387,4.291275
2388,4.2965894
2389,4.290878
2390,4.294745
2391,4.305286
2392,4.293286
2393,4.2929606
2394,4.310449
2395,4.2937756
2396,4.300217
2397,4.2974534
2398,4.28036
2399,4.2952795
2400,4.290165
2401,4.283727
2402,4.2919106
2403,4.2990613
2404,4.3006344
2405,4.293253
2406,4.287664
2407,4.288344
2408,4.304368
2409,4.299241
2410,4.3024836
2411,4.310307
2412,4.295242
2413,4.2902355
2414,4.298111
2415,4.2928524
2416,4.299636
2417,4.285176
2418,4.296367
2419,4.3082566
2420,4.294726
2421,4.285726
2422,4.2884793
2423,4.2927656
2424,4.3015766
2425,4.2884064
2426,4.292913
2427,4.3048124
2428,4.2973485
2429,4.3071413
2430,4.293316
2431,4.2969503
2432,4.291557
2433,4.294124
2434,4.2915115
2435,4.30749
2436,4.2944865
2437,4.2935305
2438,4.286395
2439,4.3017774
2440,4.2922716
2441,4.304234
2442,4.3013396
2443,4.302016
2444,4.3010945
2445,4.293352
2446,4.2901845
2447,4.287422
2448,4.292209
2449,4.2976036
2450,4.2921996
2451,4.295556
2452,4.3211503
2453,4.3017154
2454,4.294267
2455,4.287524
2456,4.2959313
2457,4.305036
2458,4.3017125
2459,4.289369
2460,4.302529
2461,4.290316
2462,4.289845
2463,4.2864785
2464,4.292192
2465,4.2923307
2466,4.294318
2467,4.3103514
2468,4.296627
2469,4.29679
2470,4.301765
2471,4.2863803
2472,4.299356
2473,4.3099627
2474,4.2964625
2475,4.3093963
2476,4.2965183
2477,4.2901807
2478,4.2984056
2479,4.290033
2480,4.29756
2481,4.288646
2482,4.2861743
2483,4.301141
2484,4.291638
2485,4.295573
2486,4.296311
2487,4.2912755
2488,4.2965846
2489,4.2908864
2490,4.2947416
2491,4.305286
2492,4.2932763
2493,4.2929606
2494,4.310453
2495,4.2937846
2496,4.300214
2497,4.297448
2498,4.280354
2499,4.295273
2500,4.2901607
2501,4.2837286
2502,4.291914
2503,4.29906
2504,4.300628
2505,4.2932487
2506,4.2876635
2507,4.288336
2508,4.3043723
2509,4.299233
2510,4.3024864
2511,4.310312
2512,4.2952433
2513,4.290236
2514,4.298115
2515,4.2928476
2516,4.2996235
2517,4.285181
2518,4.29637
2519,4.3082514
2520,4.2947216
2521,4.285725
2522,4.2884746
2523,4.2927628
2524,4.3015676
2525,4.288417
2526,4.2929063
2527,4.3048177
2528,4.2973533
2529,4.3071394
2530,4.2933106
2531,4.296958
2532,4.2915645
2533,4.2941246
2534,4.2915115
2535,4.307493
2536,4.2944903
2537,4.2935314
2538,4.2863927
2539,4.3017735
2540,4.292267
2541,4.3042293
2542,4.3013535
2543,4.302021
2544,4.3010902
2545,4.293362
2546,4.2901735
2547,4.2874236
2548,4.292208
2549,4.297598
2550,4.2922044
2551,4.2955565
2552,4.321149
2553,4.3017163
2554,4.2942567
2555,4.2875266
2556,4.2959256
2557,4.3050337
2558,4.3017144
2559,4.2893643
2560,4.302533
2561,4.2903066
2562,4.289845
2563,4.2864814
2564,4.2921877
2565,4.29233
2566,4.294311
2567,4.310357
2568,4.2966285
2569,4.2967954
2570,4.3017673
2571,4.2863693
2572,4.299357
2573,4.309961
2574,4.2964554
2575,4.3093877
2576,4.2965126
2577,4.2901764
2578,4.2983966
2579,4.2900267
2580,4.2975593
2581,4.288646
2582,4.2861633
2583,4.3011346
2584,4.2916327
2585,4.2955747
2586,4.2963166
2587,4.291271
2588,4.2965837
2589,4.2908792
2590,4.29474
2591,4.305294
2592,4.2932677
2593,4.292956
2594,4.310457
2595,4.293782
2596,4.300208
2597,4.297448
2598,4.2803555
2599,4.2952704
2600,4.2901497
2601,4.283726
2602,4.291914
2603,4.299057
2604,4.3006234
2605,4.2932563
2606,4.287658
2607,4.2883277
2608,4.304379
2609,4.29924
2610,4.302482
2611,4.310299
2612,4.2952476
2613,4.2902184
2614,4.2981114
2615,4.292847
2616,4.2996106
2617,4.285176
2618,4.2963686
2619,4.3082585
2620,4.2947264
2621,4.2857184
2622,4.2884703
2623,4.29276
2624,4.3015723
2625,4.288415
2626,4.2929053
2627,4.304806
2628,4.2973514
2629,4.307143
2630,4.293309
2631,4.2969613
2632,4.2915606
2633,4.29412
2634,4.2915115
2635,4.3074965
2636,4.2944837
2637,4.293525
2638,4.286389
2639,4.3017607
2640,4.2922626
2641,4.304236
2642,4.301341
2643,4.3020105
2644,4.301095
2645,4.293367
2646,4.2901692
2647,4.287419
2648,4.292211
2649,4.2975926
2650,4.2921987
2651,4.29556
2652,4.321147
2653,4.3017144
2654,4.294255
2655,4.2875223
2656,4.2959313
2657,4.305032
2658,4.3017087
2659,4.2893634
2660,4.3025255
2661,4.2903047
2662,4.2898326
2663,4.28648
2664,4.2921896
2665,4.292318
2666,4.2943087
2667,4.3103614
2668,4.296627
2669,4.296792
2670,4.3017616
2671,4.286374
2672,4.299348
2673,4.3099556
2674,4.296458
2675,4.309393
2676,4.296513
2677,4.2901735
2678,4.2984004
2679,4.290026
2680,4.2975626
2681,4.2886415
2682,4.2861657
2683,4.3011346
2684,4.2916293
2685,4.295566
2686,4.2963085
2687,4.2912693
2688,4.2965903
2689,4.290879
2690,4.294744
2691,4.305296
2692,4.293271
2693,4.292951
2694,4.3104467
2695,4.29378
2696,4.300202
2697,4.2974415
2698,4.280354
2699,4.2952666
2700,4.2901516
2701,4.283734
2702,4.2919135
2703,4.299047
2704,4.300622
2705,4.2932673
2706,4.287655
2707,4.288331
2708,4.3043723
2709,4.299236
2710,4.302493
2711,4.3102975
2712,4.295249
2713,4.290224
2714,4.298109
2715,4.292844
2716,4.2996054
2717,4.285183
2718,4.2963605
2719,4.308254
2720,4.294714
2721,4.285712
2722,4.2884755
2723,4.2927556
2724,4.3015685
2725,4.2884135
2726,4.292894
2727,4.3048024
2728,4.2973537
2729,4.307145
2730,4.293306
2731,4.2969675
2732,4.2915597
2733,4.294112
2734,4.29151
2735,4.3074946
2736,4.2944927
2737,4.293516
2738,4.28639
2739,4.3017654
2740,4.2922573
2741,4.304229
2742,4.3013434
2743,4.3020196
2744,4.301085
2745,4.29336
2746,4.290165
2747,4.2874103
2748,4.2922144
2749,4.297584
2750,4.292199
2751,4.2955627
2752,4.321144
2753,4.301716
2754,4.2942405
2755,4.287523
2756,4.2959223
2757,4.3050303
2758,4.301707
2759,4.289357
2760,4.3025203
2761,4.290297
2762,4.28983
2763,4.2864723
2764,4.2921934
2765,4.2923093
2766,4.2943115
2767,4.310365
2768,4.2966237
2769,4.296802
2770,4.3017626
2771,4.2863617
2772,4.2993426
2773,4.3099604
2774,4.2964606
2775,4.3093877
2776,4.2965136
2777,4.2901726
2778,4.2983856
2779,4.290027
2780,4.297561
2781,4.28865
2782,4.286154
2783,4.301128
2784,4.291623
2785,4.2955756
2786,4.296302
2787,4.291268
2788,4.2965875
2789,4.290867
2790,4.2947383
2791,4.305286
2792,4.2932625
2793,4.292947
2794,4.310445
2795,4.293786
2796,4.300197
2797,4.29743
2798,4.280356
2799,4.2952642
2800,4.290158
2801,4.283728
2802,4.291917
2803,4.2990437
2804,4.300619
2805,4.2932653
2806,4.287647
2807,4.2883215
2808,4.3043685
2809,4.2992344
2810,4.302494
2811,4.310292
2812,4.295253
2813,4.2902217
2814,4.298114
2815,4.292845
2816,4.2995944
2817,4.285183
2818,4.296364
2819,4.3082523
2820,4.294718
2821,4.285721
2822,4.28848
2823,4.292749
2824,4.301566
2825,4.2884135
2826,4.292895
2827,4.304796
2828,4.297355
2829,4.307142
2830,4.2933064
2831,4.296964
2832,4.2915606
2833,4.2941103
2834,4.291506
2835,4.307511
2836,4.2944903
2837,4.2935114
2838,4.2863894
2839,4.301754
2840,4.2922554
2841,4.3042326
2842,4.3013306
2843,4.3020225
2844,4.3010864
2845,4.293374
2846,4.29016
2847,4.2874107
2848,4.292205
2849,4.297591
2850,4.292198
2851,4.29556
2852,4.3211465
2853,4.3017173
2854,4.294247
2855,4.287519
2856,4.295917
2857,4.305036
2858,4.3017097
2859,4.289361
2860,4.3025165
2861,4.2902975
2862,4.289825
2863,4.2864594
2864,4.2921824
2865,4.2923064
2866,4.2943053
2867,4.310374
2868,4.2966204
2869,4.2967997
2870,4.3017583
2871,4.286358
2872,4.2993407
2873,4.3099623
2874,4.2964587
2875,4.309389
2876,4.2965045
2877,4.2901616
2878,4.2983794
2879,4.2900267
2880,4.2975597
2881,4.2886524
2882,4.2861466
2883,4.3011293
2884,4.2916226
2885,4.2955675
2886,4.296296
2887,4.2912683
2888,4.2965865
2889,4.290861
2890,4.294737
2891,4.305293
2892,4.2932615
2893,4.292944
2894,4.310448
2895,4.2937922
2896,4.300196
2897,4.29743
2898,4.2803535
2899,4.295257
2900,4.2901564
2901,4.283735
2902,4.2919083
2903,4.299051
2904,4.300607
2905,4.2932653
2906,4.2876472
2907,4.288321
2908,4.3043704
2909,4.2992296
2910,4.302493
2911,4.3102927
2912,4.295253
2913,4.290217
2914,4.298116
2915,4.2928424
2916,4.2995934
2917,4.285189
2918,4.2963543
2919,4.3082547
2920,4.294719
2921,4.28571
2922,4.288472
2923,4.2927403
2924,4.301554
2925,4.2884097
2926,4.2928886
2927,4.3047895
2928,4.29735
2929,4.307139
2930,4.2932987
2931,4.2969685
2932,4.291571
2933,4.294106
2934,4.291504
2935,4.307512
2936,4.294485
2937,4.2935047
2938,4.2863927
2939,4.3017535
2940,4.292252
2941,4.304231
2942,4.301325
2943,4.302017
2944,4.301084
2945,4.293373
2946,4.2901587
2947,4.2874084
2948,4.292207
2949,4.297585
2950,4.292192
2951,4.2955704
2952,4.321133
2953,4.301725
2954,4.294244
2955,4.28752
2956,4.295912
2957,4.3050294
2958,4.3017087
2959,4.2893615
2960,4.3025217
2961,4.2902923
2962,4.289825
2963,4.286457
2964,4.2921925
2965,4.292307
2966,4.294304
2967,4.310374
2968,4.2966204
2969,4.2968073
2970,4.301768
2971,4.2863517
2972,4.2993298
2973,4.3099585
2974,4.296465
2975,4.309385
2976,4.296499
2977,4.290167
2978,4.2983813
2979,4.290023
2980,4.297566
2981,4.288645
2982,4.2861505
2983,4.3011246
2984,4.291616
2985,4.2955694
2986,4.296301
2987,4.291274
2988,4.296588
2989,4.290859
2990,4.29473
2991,4.305293
2992,4.293248
2993,4.2929344
2994,4.3104515
2995,4.293793
2996,4.3001943
2997,4.2974224
2998,4.280347
2999,4.2952533
3000,4.2901573
3001,4.283729
3002,4.2919097
3003,4.299046
3004,4.300611
3005,4.2932677
3006,4.287638
3007,4.288314
3008,4.304368
3009,4.299231
3010,4.3024964
3011,4.3102894
3012,4.2952523
3013,4.290217
3014,4.29812
3015,4.2928333
3016,4.299582
3017,4.285187
3018,4.296359
3019,4.3082504
3020,4.294715
3021,4.285709
3022,4.2884746
3023,4.292739
3024,4.301555
3025,4.288415
3026,4.292887
3027,4.304793
3028,4.2973557
3029,4.3071404
3030,4.2932982
3031,4.2969685
3032,4.291571
3033,4.2941046
3034,4.291507
3035,4.307513
3036,4.294483
3037,4.293503
3038,4.286387
3039,4.301748
3040,4.292243
3041,4.3042316
3042,4.3013296
3043,4.302019
3044,4.301084
3045,4.293376
3046,4.29015
3047,4.2874017
3048,4.292203
3049,4.297576
3050,4.292201
3051,4.2955656
3052,4.3211346
3053,4.301721
3054,4.294238
3055,4.287522
3056,4.295912
3057,4.3050327
3058,4.301704
3059,4.289359
3060,4.3025174
3061,4.2902904
3062,4.2898145
3063,4.286455
3064,4.292182
3065,4.2922993
3066,4.294301
3067,4.310381
3068,4.2966175
3069,4.2968063
3070,4.3017626
3071,4.2863517
3072,4.2993264
3073,4.309957
3074,4.296455
3075,4.3093805
3076,4.2964935
3077,4.290163
3078,4.298383
3079,4.2900186
3080,4.2975607
3081,4.2886477
3082,4.2861443
3083,4.3011203
3084,4.2916136
3085,4.2955756
3086,4.296295
3087,4.2912703
3088,4.2965875
3089,4.2908516
3090,4.294734
3091,4.305303
3092,4.2932525
3093,4.292929
3094,4.310452
3095,4.293796
3096,4.300189
3097,4.297418
3098,4.2803435
3099,4.29524
3100,4.29016
3101,4.283735
3102,4.291911
3103,4.2990446
3104,4.3006077
3105,4.2932687
3106,4.28765
3107,4.2883177
3108,4.304376
3109,4.299227
3110,4.3024945
3111,4.31029
3112,4.2952557
3113,4.2902136
3114,4.2981243
3115,4.292836
3116,4.299572
3117,4.2851887
3118,4.296353
3119,4.3082457
3120,4.2947216
3121,4.285704
3122,4.2884593
3123,4.292739
3124,4.3015556
3125,4.288414
3126,4.292887
3127,4.304777
3128,4.2973585
3129,4.3071437
3130,4.2932997
3131,4.296965
3132,4.2915716
3133,4.294102
3134,4.2915034
3135,4.307518
3136,4.294489
3137,4.293494
3138,4.2863894
3139,4.30174
3140,4.292246
3141,4.3042307
3142,4.301329
3143,4.3020134
3144,4.3010945
3145,4.293375
3146,4.2901483
3147,4.2874074
3148,4.2922072
3149,4.297565
3150,4.292193
3151,4.295565
3152,4.321133
3153,4.301731
3154,4.294242
3155,4.2875166
3156,4.295916
3157,4.3050294
3158,4.3017035
3159,4.28935
3160,4.302509
3161,4.290291
3162,4.28981
3163,4.2864637
3164,4.2921834
3165,4.2922935
3166,4.2942934
3167,4.310377
3168,4.2966146
3169,4.296804
3170,4.3017616
3171,4.286351
3172,4.2993193
3173,4.309953
3174,4.2964654
3175,4.309385
3176,4.2965007
3177,4.2901607
3178,4.2983685
3179,4.290025
3180,4.2975626
3181,4.2886534
3182,4.2861404
3183,4.301125
3184,4.291611
3185,4.29557
3186,4.296298
3187,4.291273
3188,4.296589
3189,4.290848
3190,4.294735
3191,4.3053045
3192,4.2932405
3193,4.2929273
3194,4.310442
3195,4.2937994
3196,4.30019
3197,4.297415
3198,4.280339
3199,4.2952375
3200,4.2901583
3201,4.2837343
3202,4.29191
3203,4.2990446
3204,4.300602
3205,4.293275
3206,4.287638
3207,4.288312
3208,4.3043785
3209,4.299233
3210,4.3024974
3211,4.3102927
3212,4.295253
3213,4.2902036
3214,4.298124
3215,4.2928395
3216,4.2995644
3217,4.2851954
3218,4.296361
3219,4.308251
3220,4.2947116
3221,4.285708
3222,4.2884603
3223,4.292741
3224,4.301549
3225,4.2884164
3226,4.292874
3227,4.3047805
3228,4.297359
3229,4.3071437
3230,4.2932925
3231,4.296966
3232,4.2915735
3233,4.294102
3234,4.291503
3235,4.3075204
3236,4.2944927
3237,4.293487
3238,4.2863894
3239,4.301737
3240,4.2922425
3241,4.304233
3242,4.301324
3243,4.3020196
3244,4.3010845
3245,4.293382
3246,4.290146
3247,4.287399
3248,4.292206
3249,4.2975674
3250,4.2921906
3251,4.295563
3252,4.3211317
3253,4.301724
3254,4.2942314
3255,4.287513
3256,4.2959146
3257,4.3050337
3258,4.3017025
3259,4.2893586
3260,4.30251
3261,4.2902784
3262,4.289815
3263,4.286448
3264,4.292185
3265,4.292292
3266,4.2942977
3267,4.3103895
3268,4.296618
3269,4.2968116
3270,4.3017607
3271,4.2863398
3272,4.299319
3273,4.309954
3274,4.29646
3275,4.309387
3276,4.2964935
3277,4.2901626
3278,4.2983723
3279,4.290015
3280,4.2975583
3281,4.288642
3282,4.2861333
3283,4.3011227
3284,4.291606
3285,4.2955737
3286,4.2963004
3287,4.2912755
3288,4.2965837
3289,4.290841
3290,4.29473
3291,4.3052974
3292,4.2932377
3293,4.29293
3294,4.3104453
3295,4.293801
3296,4.30019
3297,4.297405
3298,4.2803407
3299,4.2952294
3300,4.290152
3301,4.2837358
3302,4.291904
3303,4.299044
3304,4.300594
3305,4.2932734
3306,4.287633
3307,4.288309
3308,4.3043785
3309,4.2992263
3310,4.3025007
3311,4.3102865
3312,4.2952566
3313,4.2902064
3314,4.29813
3315,4.2928305
3316,4.2995553
3317,4.2851934
3318,4.2963476
3319,4.308251
3320,4.2947154
3321,4.285703
3322,4.2884693
3323,4.292727
3324,4.301537
3325,4.2884107
3326,4.2928762
3327,4.3047767
3328,4.2973566
3329,4.307138
3330,4.2932935
3331,4.2969728
3332,4.291576
3333,4.2940865
3334,4.291499
3335,4.3075285
3336,4.294488
3337,4.293488
3338,4.286389
3339,4.301731
3340,4.292239
3341,4.304225
3342,4.3013277
3343,4.302023
3344,4.301091
3345,4.2933903
3346,4.290144
3347,4.2874036
3348,4.292204
3349,4.297563
3350,4.2921915
3351,4.295568
3352,4.321125
3353,4.3017297
3354,4.2942286
3355,4.287519
3356,4.295912
3357,4.305033
3358,4.3017087
3359,4.2893553
3360,4.302504
3361,4.290283
3362,4.289798
3363,4.286448
3364,4.2921844
3365,4.29229
3366,4.2942996
3367,4.310395
3368,4.2966094
3369,4.2968144
3370,4.3017645
3371,4.286336
3372,4.299309
3373,4.3099504
3374,4.2964654
3375,4.309383
3376,4.2964907
3377,4.290161
3378,4.2983675
3379,4.2900167
3380,4.297562
3381,4.288637
3382,4.286132
3383,4.3011217
3384,4.2915998
3385,4.2955704
3386,4.2962923
3387,4.291264
3388,4.2965837
3389,4.290839
3390,4.2947283
3391,4.3053
3392,4.293237
3393,4.29292
3394,4.31044
3395,4.293801
3396,4.3001833
3397,4.2974095
3398,4.280341
3399,4.2952237
3400,4.29016
3401,4.2837267
3402,4.291905
3403,4.299035
