Loss
4.5279e+00
4.5493e+00
4.5304e+00
4.5101e+00
4.4958e+00
4.5019e+00
4.5085e+00
4.5140e+00
4.5164e+00
4.4898e+00
4.4929e+00
4.5427e+00
4.2381e+00
3.4442e+00
2.9942e+00
3.3686e+00
3.6502e+00
3.5758e+00
3.5338e+00
3.6751e+00
3.7133e+00
3.5568e+00
3.7624e+00
3.7214e+00
3.7787e+00
3.6351e+00
3.8700e+00
3.7854e+00
3.7122e+00
3.6369e+00
3.6705e+00
3.7843e+00
3.8024e+00
3.6949e+00
3.6198e+00
3.6852e+00
3.8533e+00
3.8004e+00
3.7951e+00
3.8058e+00
3.6924e+00
3.7825e+00
3.7901e+00
3.7219e+00
3.8650e+00
3.7877e+00
3.8511e+00
3.7617e+00
3.7433e+00
3.8266e+00
3.8220e+00
3.7941e+00
3.6841e+00
3.8162e+00
3.7497e+00
3.7053e+00
3.7829e+00
3.8149e+00
3.8502e+00
3.7698e+00
3.8327e+00
3.8244e+00
3.7850e+00
3.8528e+00
3.8360e+00
3.6721e+00
3.6371e+00
3.6622e+00
3.8905e+00
3.8679e+00
3.8031e+00
3.7966e+00
3.7841e+00
3.8220e+00
3.7542e+00
3.8516e+00
3.7499e+00
3.7704e+00
3.8553e+00
3.9035e+00
3.8136e+00
3.8409e+00
3.8121e+00
3.8860e+00
3.8713e+00
3.8572e+00
3.8275e+00
3.6961e+00
3.8522e+00
3.7813e+00
3.8888e+00
3.8239e+00
3.8651e+00
3.8350e+00
3.7441e+00
3.8372e+00
3.7826e+00
3.7830e+00
3.7844e+00
3.8128e+00
3.7660e+00
3.7907e+00
3.7397e+00
3.7198e+00
3.7604e+00
3.8282e+00
3.7594e+00
3.8937e+00
3.8280e+00
3.8281e+00
3.8677e+00
3.8572e+00
3.7510e+00
3.8397e+00
3.8621e+00
3.8654e+00
3.8385e+00
3.8066e+00
3.8823e+00
3.8984e+00
3.8051e+00
3.8244e+00
3.7782e+00
3.8735e+00
3.8364e+00
3.8027e+00
3.7951e+00
3.6677e+00
